client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
256a0ab2364a69f69c073cac0258702b33d8269739cd421abc11e45a2c7678787e46498a06ee3a13077e9dfea487f22061fc549def882ff192ca5fb1d2671807	common_voice_as_33313041.mp3	দঢ়াই দঢ়াই মাতি গৈছিল সকলোকে।	2	0				as	
4d49bfe22b9c07fce9de4613cb2b50506a859d8e2f95ad26fe32d1975401614c2f4b4a5ee62d6b23a71c2a93b4def36611f73850f6305572689739ab6f5cbc9f	common_voice_as_25111102.mp3	আমাৰ ঘৰত তলা মৰা অৱস্থাত ওছৰৰে ঘৰত মানুহ নথকা সময়ত চুৰি হৈছিল।	2	0				as	
7f7e3d4885ca37cffd2823d99e37149d6edbd02c7e82aea6d70a7e93619082e8730e232db42f377fdb5dfa0986b1c8190ec3aa2ccc59c9ad62889d1f4badf54c	common_voice_as_25375265.mp3	মন ভালো লগা নাই, বেয়াও, নগা নাই।	2	0				as	
968b64cab86cb279cea4b0e444c89e8a729aae489411c4b1d84a80da4c86f613756c6eb98c17ef64da347f053a5a63aaf1e05faab8dd8e84cf743b7f21e95b69	common_voice_as_27252115.mp3	ইয়াৰ পাচত সূৰ্য্যই যেতিয়া ৰোগীক কেনে দেখিলে সুধিলে ডাক্তৰে ক'ব লগাত পৰিল।	2	0				as	
d35e12b7e4479c77a2b5685595d0146d9c965d39536dcd9e7794830c2d237bc28f9302e0d87dac75e0e3e98b444947dcda9d57d2d35e430789b2ea0929329697	common_voice_as_23664176.mp3	তেওঁ ৰামৰ এজন ভাল অনুগামী।	2	0				as	
a3e26ba721c76f6e9863a24aa42fb5c900855d5bd70a41428247fa60348b99e265d802c9803f962fe1cd42458391e59a364a561e40a6c4d064464b6a68cb4f1a	common_voice_as_21808341.mp3	যদিও এই উদ্যোগৰ ইতিহাস পুৰণি।	2	1				as	
a3e26ba721c76f6e9863a24aa42fb5c900855d5bd70a41428247fa60348b99e265d802c9803f962fe1cd42458391e59a364a561e40a6c4d064464b6a68cb4f1a	common_voice_as_21808342.mp3	পুৰণিয়ে নতুনক কয় যে পুৰণিক এৰিলে	2	0				as	
ab43404049d816c624b9dd904d4fb4b72e2225a5399325b8f2f063687b70d3bfc11f6e0afa4f71d23e324ab124e45d97824b2fcc69a65253ebed2c40689ea792	common_voice_as_25126344.mp3	পুৱাতে মোক খাটাংকৈ সমিধান দিব লাগিব।	2	0				as	
ab43404049d816c624b9dd904d4fb4b72e2225a5399325b8f2f063687b70d3bfc11f6e0afa4f71d23e324ab124e45d97824b2fcc69a65253ebed2c40689ea792	common_voice_as_25126345.mp3	আৰু পথ হেৰুৱাই বিভিন্ন স্থানত ঘূৰি পকি অৱশেষত নীলাচল পাহাৰত উপস্থিত হয়গৈ।	2	0				as	
f8ab7f8e9328740928fee822dd58ad57b0178b0b59653f18f60a20680edd22747719e263a40c0664d970fa4bc54b1c386190d9fe72a84211fa0e8b008d4f43f1	common_voice_as_21650228.mp3	এতিযা পুলিচৰ হাতৰ পৰা নিয়া যায় কেনেকৈ?	2	0				as	
f8ab7f8e9328740928fee822dd58ad57b0178b0b59653f18f60a20680edd22747719e263a40c0664d970fa4bc54b1c386190d9fe72a84211fa0e8b008d4f43f1	common_voice_as_21650231.mp3	কন্দা দেখি মাকৰ কোলাত হেৰি উঠিলগৈ।	2	0				as	
794a55d0017d2fb91d6ee1d7b4adf093b8281fda3340fb60617f1c0f5498c4a25c01180dc99d94eaefbbfbeaf91361417f9c005dff2133954767b6c375523a17	common_voice_as_25109722.mp3	এই বুলি চাঙত উঠি শুই থাকিল।	2	0				as	
794a55d0017d2fb91d6ee1d7b4adf093b8281fda3340fb60617f1c0f5498c4a25c01180dc99d94eaefbbfbeaf91361417f9c005dff2133954767b6c375523a17	common_voice_as_25109723.mp3	মই সকলো বস্তু যোগাৰ কৰি ৰাখিছিলোঁ।	2	0				as	
794a55d0017d2fb91d6ee1d7b4adf093b8281fda3340fb60617f1c0f5498c4a25c01180dc99d94eaefbbfbeaf91361417f9c005dff2133954767b6c375523a17	common_voice_as_25109726.mp3	এটাও এৰি দিব নোৱাৰিলে আমি হোৱা হ'লে তাৰ পদূলিতো ভৰি নিদিলোঁহেঁতেন।	2	0				as	
ce67f35b2ab2aafff03a2c36187612bc4881331470df93034995fdedf427c043675976fd089650eb11feb040f3913b12cff7a9a21bc2a9bced5c22ef4aaa166e	common_voice_as_25157251.mp3	ডিছপ্লে' ছেটিংছ সলনি কৰিলে ঠিক হৈ যাব।	2	0				as	
ce67f35b2ab2aafff03a2c36187612bc4881331470df93034995fdedf427c043675976fd089650eb11feb040f3913b12cff7a9a21bc2a9bced5c22ef4aaa166e	common_voice_as_25157257.mp3	“অ’ খৰিকটীয়া, অ’ খৰিকটীয়া খৰি নিদিয় কিয়?”	2	0				as	
ce67f35b2ab2aafff03a2c36187612bc4881331470df93034995fdedf427c043675976fd089650eb11feb040f3913b12cff7a9a21bc2a9bced5c22ef4aaa166e	common_voice_as_25157258.mp3	আজিয়েই মানুহ পঠিয়াব পাৰে।	2	0				as	
d9f98cb660d146f07bdd67fccd875c1fd994b84a670022b68a80718034fa3618c310422af09524e774baefde9c2aca18d5125033152fc4715b2619eb6d069d0a	common_voice_as_22085169.mp3	“মোৰ ৰাজ্যত আৰু এটা বৰ দুষ্ট বাঘ আছে”	2	0				as	
d9f98cb660d146f07bdd67fccd875c1fd994b84a670022b68a80718034fa3618c310422af09524e774baefde9c2aca18d5125033152fc4715b2619eb6d069d0a	common_voice_as_22085170.mp3	আৰু সতীৰ মৃতদেহ কান্ধত তুলি লৈ বিশ্ব ভ্ৰমি ফুৰিবলৈ ধৰিলে।	2	0				as	
d9f98cb660d146f07bdd67fccd875c1fd994b84a670022b68a80718034fa3618c310422af09524e774baefde9c2aca18d5125033152fc4715b2619eb6d069d0a	common_voice_as_22085171.mp3	পুলিচে বা আকৌ কি বিচাৰে।	2	0				as	
3f6b6371f7312ac797f5d02bf334e9b13ead1882e2e9958e0a766c835a40fc8236d150a219d214e4879b1713d00569d69293518868e735ef6e2e030b1def79d1	common_voice_as_31718655.mp3	এই নামটো কলি জনগোষ্ঠী সকলৰ আৰাধ্য দেৱী - মুম্বাদেৱীৰ নামেৰে নামাকৰণ কৰা হয়।	2	0	twenties	female		as	
3f6b6371f7312ac797f5d02bf334e9b13ead1882e2e9958e0a766c835a40fc8236d150a219d214e4879b1713d00569d69293518868e735ef6e2e030b1def79d1	common_voice_as_31718668.mp3	আৰু কালি আৰু গণেশক নিৰ্বাসিত কৰে।	2	1	twenties	female		as	
3f6b6371f7312ac797f5d02bf334e9b13ead1882e2e9958e0a766c835a40fc8236d150a219d214e4879b1713d00569d69293518868e735ef6e2e030b1def79d1	common_voice_as_31718669.mp3	ই স্বকীয়তাৰ দ্বীপ হিচাপেও পৰিচিত।	2	1	twenties	female		as	
3f6b6371f7312ac797f5d02bf334e9b13ead1882e2e9958e0a766c835a40fc8236d150a219d214e4879b1713d00569d69293518868e735ef6e2e030b1def79d1	common_voice_as_32329208.mp3	এতিয়া মজা পাব, আইদেউ এই কামত কি সুখ।	2	0				as	
